Date,Open,High,Low,Close,Adj Close,Volume
1979-07-30,2.822917,2.885417,2.822917,2.854167,0.795123,2530800
1979-08-06,2.854167,3.020833,2.854167,3.010417,0.838651,2198400
1979-08-13,3.010417,3.250000,2.958333,3.104167,0.864768,3730800
1979-08-20,3.104167,3.135417,2.979167,2.979167,0.829946,2584800
1979-08-27,2.979167,3.072917,2.979167,3.010417,0.846836,1678800
1979-09-03,3.010417,3.020833,2.979167,2.979167,0.838045,1474800
1979-09-10,2.979167,3.010417,2.916667,3.000000,0.843906,2024400
1979-09-17,3.000000,3.020833,2.916667,3.000000,0.843906,2380800
1979-09-24,3.000000,3.031250,2.916667,2.937500,0.826324,3211200
1979-10-01,2.916667,2.947917,2.864583,2.916667,0.820464,4429200
1979-10-08,2.916667,2.916667,2.791667,2.802083,0.788231,2908800
